GENE70	100070	-123.7933	-23.86451	-38.3098	21.59432	100.8938	2.793343	32.87752	27.80858
GENE71	100071	-33.99325	-3.214036	1.241341	-17.5619	13.50794	34.48412	-18.98325	24.51904
GENE72	100072	109.6723	55.74449	-100.4513	45.2782	-40.75708	21.18002	-70.88521	-19.78145
GENE73	100073	-64.61271	-36.62527	-48.44977	-56.95655	-43.29953	-60.81421	143.441	167.317
GENE74	100074	-32.15456	-1.642196	-49.11214	-12.16412	44.97385	1.459652	35.56961	13.0699
GENE75	100075	-12.85346	-4.632861	-3.754468	-2.875992	13.61692	-0.1182923	4.415335	6.202817
GENE76	100076	-16.88003	-9.294925	1.044775	-0.8691176	10.47661	8.543593	1.363496	5.615593
GENE77	100077	-5.606674	-0.9292304	-5.979496	4.661921	-5.501923	7.390616	-1.186455	7.151242
GENE78	100078	-38.05692	-55.23965	-56.33948	46.57118	-45.79055	48.7759	-20.89484	120.9744
GENE79	100079	25.78626	5.07014	-13.00287	33.42984	-49.85048	-20.52661	-29.22263	48.31634
GENE80	100080	5.552111	-6.820698	-11.65852	5.086034	-9.257145	-4.5286	18.05389	3.572918
GENE81	100081	10.6392	-15.73086	-26.93985	79.62852	-15.75859	-4.348342	11.78532	-39.2754
GENE82	100082	-84.53509	-17.76283	69.75231	61.3726	49.10565	2.323241	25.202	-105.4579
GENE83	100083	9.685358	-14.35616	-9.495494	39.76033	-7.469802	4.47862	-0.1246475	-22.47821
GENE84	100084	0.5344243	6.526108	-13.77954	8.152433	-7.242381	3.087222	-1.411924	4.133656
GENE85	100085	15.60325	8.006939	-2.432903	-20.54221	-0.9394584	-17.13296	18.40506	-0.9677216
GENE86	100086	46.52377	-44.35741	47.97661	2.442406	15.55327	-108.9685	17.7542	23.07564
GENE87	100087	37.27072	5.405223	-5.15139	7.253144	-10.91495	2.416496	1.999953	-38.2792
GENE88	100088	81.11771	-88.89696	-82.45989	-44.89726	62.61581	29.95495	85.45124	-42.8856
GENE89	100089	19.24175	-66.79229	-58.79833	-15.08615	-35.71592	-47.05087	76.81842	127.3834
GENE90	100090	-13.41922	-6.280715	-3.375557	-17.67673	27.02165	-4.542713	-12.19863	30.47191
GENE91	100091	27.18573	5.166353	5.693271	-63.38264	-0.8069213	-47.697	39.49954	34.34167
GENE92	100092	-24.29377	-18.90564	-13.62307	-11.85057	30.49583	23.90044	-5.114436	19.39122
GENE93	100093	-4.078485	40.57634	13.18283	-4.960989	-40.43967	6.038995	5.443364	-15.76239
GENE94	100094	29.88411	-10.83991	-63.79311	-33.59011	13.03954	10.61186	15.06056	39.62705
GENE95	100095	12.22573	-12.52565	3.875615	-8.451506	0.4861004	4.193973	-5.452107	5.647847
GENE96	100096	-1.305835	2.43326	-17.0497	10.73002	0.4988538	11.51061	-3.824211	-2.992997
GENE97	100097	-2.125986	-4.916894	-5.192801	20.83936	-6.745087	-2.872542	3.529166	-2.515213
GENE98	100098	7.443682	-41.21922	-30.80731	32.74379	-30.98408	-2.57692	-31.23375	96.63381
GENE99	100099	1.273329	21.63114	-11.9328	-0.8111368	-4.448378	-11.35018	3.484749	2.153275
GENE100	100100	13.05047	-7.588147	10.30072	4.236582	-9.844136	-18.48589	7.196636	1.133767
GENE101	100101	6.970956	-36.32883	-2.249808	36.57639	-10.24221	-11.77389	14.11413	2.933265
GENE102	100102	-18.91269	-26.31339	-14.23175	5.569548	12.2509	40.1511	22.76025	-21.27396
GENE103	100103	-14.07994	-17.31206	-13.14663	11.90544	-5.586059	49.4128	-8.541802	-2.651741
GENE104	100104	10.7187	-0.3687477	9.67635	-10.57542	6.12894	-6.405633	41.27279	-50.44698
GENE105	100105	59.14836	24.41278	34.57647	-73.16534	-48.51208	-125.6668	50.99196	78.21464
GENE106	100106	-3.702921	-1.790778	-16.87098	-7.1327	7.806226	12.80417	10.29936	-1.412378
GENE107	100107	213.76	91.16581	131.526	367.4621	-324.8276	-168.2975	-208.1036	-102.6852
GENE108	100108	24.94689	-12.87984	-6.790281	-19.88988	7.641375	-25.15522	0.9266269	31.20033
GENE109	100109	-95.98853	-46.46151	99.80346	-59.03002	122.426	110.2172	-59.3782	-71.58843
GENE110	100110	10.90007	31.62905	-55.12583	6.942561	-43.64666	59.18844	-7.32183	-2.565805
GENE111	100111	-6.416372	-16.0954	11.3962	22.12727	2.272275	-4.298385	-12.5797	3.594104
GENE112	100112	-8.917803	1.97748	9.826438	-1.164975	37.52	-28.63529	1.835616	-12.44146
GENE113	100113	40.78976	-20.23295	-30.01412	18.0257	-32.04422	18.53325	8.398223	-3.455636
GENE114	100114	-21.42458	16.25474	7.129733	-26.0632	28.57953	-21.75267	32.49606	-15.21961
GENE115	100115	-72.43881	-6.616089	-32.77665	-38.26171	-42.26333	102.6082	51.36719	38.38118
GENE116	100116	-33.18222	7.930392	-63.25555	-15.1678	67.41797	32.84981	-11.75732	15.16473
GENE117	100117	18.12004	-5.553644	14.37741	-8.211875	-11.97124	-10.75675	-9.265692	13.26175
GENE118	100118	-11.19485	29.53207	7.285077	3.01774	19.62482	-37.86332	-9.562404	-0.8391234
GENE119	100119	-9.690103	0.9593015	3.766105	1.7806	-5.038678	6.21284	-3.355844	5.365778
GENE120	100120	22.38835	-29.28171	-15.97103	0.454763	27.92699	5.791464	-28.03416	16.72533
GENE121	100121	12.45289	6.279305	-12.57141	-3.128671	-1.652775	-8.328053	10.2865	-3.337792
GENE122	100122	24.8691	23.16371	-2.2848	-11.20912	12.93378	-7.677133	-26.17412	-13.62142
GENE123	100123	-88.88608	-46.36435	-35.58955	-71.06673	-16.96746	-33.41516	148.1726	144.1167
GENE124	100124	69.80196	-80.85934	29.26444	66.01977	-25.48728	-121.7546	45.62616	17.38887
GENE125	100125	-4.17076	8.608096	0.4365067	-0.4478173	-9.213765	8.81643	-3.225078	-0.8036123
GENE126	100126	-3.559825	9.424428	37.3484	-30.93025	22.6446	-14.22312	2.831363	-23.53559
GENE127	100127	-11.63281	-21.24018	2.502441	88.77701	-15.29256	-31.54313	-14.74301	3.172248
GENE128	100128	-1.605593	-0.3406194	1.650098	-7.612958	2.010581	1.043381	-8.005361	12.86047
GENE129	100129	-14.8285	1.54313	1.629637	43.02409	-18.73616	-3.759745	-3.358836	-5.513614
GENE130	100130	3.159591	13.49749	12.10823	-30.63411	52.80157	-15.99756	-12.06454	-22.87069
GENE131	100131	27.76559	-32.62504	-23.57333	-22.96147	25.71843	-48.96565	40.17027	34.4712
GENE132	100132	-10.79447	-6.570982	19.39273	7.431655	8.852715	-6.608932	-14.93866	3.23594
GENE133	100133	-12.78382	6.324422	5.819334	-1.792909	-11.42855	-1.902455	16.45776	-0.6937839
GENE134	100134	10.50217	14.95248	5.396112	-7.435222	-28.59334	-2.439659	12.54746	-4.93
GENE135	100135	-3.596394	5.590524	15.92284	-8.809452	5.978639	-8.926748	-7.836569	1.677157
GENE136	100136	501.0322	685.476	633.0571	505.1588	-600.0816	-577.8421	-578.1897	-568.6107
GENE137	100137	19.07873	31.3139	-12.93213	-10.87773	-19.79707	-3.51356	-17.17077	13.89863
GENE138	100138	119.5988	-18.17117	-14.99885	-79.31718	19.3909	-7.009596	-59.54208	40.04915
GENE139	100139	-35.72729	48.64223	-1.758065	-205.1144	219.4679	156.5547	-65.61679	-116.4482
GENE140	100140	127.7613	-2.251274	46.86795	18.28952	-92.95476	-25.63432	-32.64449	-39.43391
GENE141	100141	-38.09413	8.742833	32.64905	-1.608901	61.6202	-19.95246	-33.28789	-10.06869
GENE142	100142	-20.02783	-7.510859	10.66429	-23.39871	-14.80261	27.3322	12.5249	15.21862
GENE143	100143	11.40793	-4.591504	-17.62166	5.826852	15.50576	11.14852	-3.104788	-18.57111
GENE144	100144	-32.28351	-45.96702	21.88665	53.41778	-37.30689	-50.99052	36.53058	54.71293
GENE145	100145	42.20348	34.80954	20.2412	43.75075	-40.64085	-22.80682	-37.97964	-39.57767
GENE146	100146	41.79408	-3.221742	-39.71524	6.436932	13.87886	10.31559	-13.22298	-16.2655
GENE147	100147	12.69123	-6.272143	-6.845473	7.127552	-14.03057	-3.600381	-10.4991	21.42889
GENE148	100148	4.383957	-1.683861	41.35447	72.9814	-59.48121	-23.6219	-17.95471	-15.97814
GENE149	100149	-7.880605	-9.17893	-12.64687	-9.644532	-7.040691	9.586918	8.705758	28.09896
GENE150	100150	9.222438	34.18403	-3.20287	-39.97883	38.35135	-2.678012	9.875172	-45.77328
GENE151	100151	38.52183	17.45829	-32.35014	31.03513	-50.26219	69.68302	-52.65553	-21.43041
GENE152	100152	-0.3908734	9.259556	1.847835	-8.766797	18.99642	-14.58375	-0.1770044	-6.185388
GENE153	100153	6.889084	20.97583	-8.985678	12.1413	-12.18341	-31.60019	18.99046	-6.227404
GENE154	100154	67.21001	18.67278	46.27957	59.44903	-67.32324	-75.36886	-29.27524	-19.64405
GENE155	100155	78.3426	30.01134	-18.49448	-27.72883	-82.56615	-30.69907	-49.06105	100.1956
GENE156	100156	-19.45392	53.079	18.94221	43.86419	-32.94918	-28.2318	-13.84548	-21.40502
GENE157	100157	50.86123	-14.28613	-1.696667	-7.038431	-42.05088	-23.82745	4.712257	33.32607
GENE158	100158	-48.77017	-44.36099	-69.48163	-39.98712	46.2888	45.84915	58.22892	52.23304
GENE159	100159	98.44671	-108.3674	-210.5893	360.0533	-345.8291	-14.23717	25.15626	195.3667
GENE160	100160	5.57878	4.238196	15.57321	-20.83782	4.366754	-23.86713	14.11425	0.8337559
GENE161	100161	156.9344	128.8213	158.9094	90.96652	-168.0895	-168.4713	-111.3748	-87.69601
GENE162	100162	9.253942	-10.22012	-40.89292	-68.82308	55.01599	26.98719	15.72033	12.95868
GENE163	100163	-392.1095	-468.0305	-155.3767	-22.1013	-76.07323	-26.31445	795.5671	344.4386
GENE164	100164	47.57976	25.39291	-37.20451	6.899627	-0.9667107	3.174395	-33.0832	-11.79226
GENE165	100165	-2.85379	-8.47525	3.983768	0.5375637	1.691072	15.59692	-3.530715	-6.949572
GENE166	100166	-1.687187	1.047402	9.117414	-4.395728	23.11639	-2.933524	-20.30801	-3.956758
GENE167	100167	-18.44583	-5.425439	-21.85971	8.210634	-18.57564	38.00539	5.50928	12.58131
GENE168	100168	-47.612	-49.76888	196.7868	123.9742	-33.11066	-148.3346	-171.6776	129.7427
GENE169	100169	-51.46152	-91.24639	-177.0968	381.1735	-44.07351	-175.2723	127.0696	30.90737
GENE170	100170	-59.95841	-83.6266	-12.48811	153.9956	-88.59267	-56.75136	46.21655	101.205
GENE171	100171	-39.06596	-57.61418	-34.10011	53.9081	-67.47238	-72.7671	124.8809	92.23074
GENE172	100172	-33.60212	-8.737511	-37.8481	16.67084	35.07778	56.66051	-15.32159	-12.89981
GENE173	100173	73.12072	81.73372	18.65576	1.694026	14.11196	-44.22999	-89.44474	-55.64146
GENE174	100174	-13.64742	-11.37303	-15.38878	-32.08338	1.889186	18.40844	56.89408	-4.69909
GENE175	100175	38.80478	65.7479	149.6952	-117.1829	34.41807	39.9956	-98.45521	-113.0235
GENE176	100176	-22.49368	-11.88323	38.589	14.47713	-21.10495	8.202841	4.681436	-10.46855
GENE177	100177	-36.49293	20.09511	-6.374671	30.34324	36.96725	-8.616027	-32.0637	-3.858275
GENE178	100178	1.848181	10.91989	-19.43546	-9.820993	17.58058	-2.743229	-3.258358	4.909388
GENE179	100179	6.841086	-0.5596118	-3.628696	12.60535	-0.5863148	-4.170785	-7.728611	-2.772422
GENE180	100180	-13.41914	-12.15931	2.815223	32.93269	-14.86431	-39.83315	23.27902	21.24897
GENE181	100181	-124.8558	26.58373	49.8186	72.96282	72.16414	70.86867	-185.0683	17.52615
GENE182	100182	139.0081	-41.69542	70.17293	16.85697	-92.47299	-88.33257	-84.58539	81.04841
GENE183	100183	-17.95997	16.15693	-7.351172	21.09272	-21.36198	-6.816535	-0.182014	16.42201
GENE184	100184	-1.751365	-5.902949	-22.88408	-26.34231	6.913773	23.39985	13.05165	13.51543
GENE185	100185	33.65902	-7.972576	-8.040454	12.01061	-39.24921	-14.62571	8.754076	15.46424
GENE186	100186	-13.7839	-14.1636	-15.10492	6.270041	3.321022	8.5276	16.19863	8.735117
GENE187	100187	8.207719	1.938032	-5.315187	4.7865	-5.913603	-3.583745	-0.1886791	0.06896334
GENE188	100188	4.293971	-7.175103	7.481804	12.19797	-8.031967	8.535312	-2.417393	-14.8846
GENE189	100189	-94.05728	61.18106	56.2942	-31.69299	78.23415	88.70107	-81.80029	-76.85992
GENE190	100190	-0.1337817	-11.93294	-1.454125	18.04445	-26.10542	14.84767	-2.148581	8.882728
GENE191	100191	122.6488	23.0855	39.70944	-514.8891	294.324	-47.86811	-46.31159	129.301
GENE192	100192	-11.80633	10.44125	-1.650169	-3.153229	5.323125	6.070157	-2.634025	-2.590781
GENE193	100193	-0.3634182	1.500147	1.494782	4.762062	-6.411225	-1.910775	4.58582	-3.657393
GENE194	100194	11.03268	-9.597851	18.00679	-25.85915	7.844487	-15.26409	-3.229031	17.06618
GENE195	100195	231.2681	60.58438	40.10863	-19.08041	46.17947	-94.53455	-171.879	-92.64664
GENE196	100196	118.3057	14.39914	19.75927	-250.7485	-37.1984	13.91092	36.13195	85.43994
GENE197	100197	-31.7093	-6.949935	-26.46879	-25.30846	47.318	18.58297	18.27998	6.255534
GENE198	100198	12.58025	-17.13733	-3.5816	17.96535	-2.442898	2.102361	-2.341888	-7.144253
GENE199	100199	-4.025492	10.45516	-3.699027	4.041428	-13.58001	2.576961	-4.894335	9.125315
GENE200	100200	-25.46203	-33.23748	40.42842	-221.2182	107.4515	164.8836	36.73567	-69.58142
GENE201	100201	5.098416	-10.91687	-2.395636	-22.10153	-13.72743	9.02073	10.13511	24.88721
GENE202	100202	-44.58562	-36.57485	108.6346	3.010842	41.23597	-14.83578	-166.4244	109.5393
GENE203	100203	-7.759948	-0.6734471	-50.82164	-43.23956	103.4162	88.83683	-25.5949	-64.1635
GENE204	100204	-4.348921	-17.27899	-8.091555	19.68048	12.50014	0.844789	1.113034	-4.418982
GENE205	100205	-20.68588	-20.5769	-2.445616	9.390691	9.712195	6.988922	9.860918	7.755667
GENE206	100206	-39.40026	-9.790426	-17.24587	13.72826	42.09211	-15.74298	2.532945	23.82622
GENE207	100207	11.91065	0.7350447	-9.148737	-0.637497	-2.65839	-8.699193	8.918925	-0.4208035
GENE208	100208	261.7664	-73.41757	238.5733	845.4034	-393.2659	-539.907	-359.3899	20.23719
GENE209	100209	-1.484435	17.69525	21.1669	-27.20847	45.02499	48.27941	-47.38035	-56.0933
GENE210	100210	5.745923	-15.21634	-19.57893	44.66432	6.557406	20.05135	-68.02342	25.79968
GENE211	100211	35.49413	12.03622	1.168544	35.50262	-23.38669	-48.39928	-0.02475301	-12.39079
GENE212	100212	19.83841	41.91987	17.87672	-19.20101	10.17524	1.073294	-41.79642	-29.8861
GENE213	100213	-7.01711	-3.305019	-29.47225	0.01920126	15.96057	7.726218	6.891069	9.197315
GENE214	100214	-33.33605	11.54067	27.80139	-12.67954	18.60233	27.23227	-16.71466	-22.44641
GENE215	100215	76.86038	34.26908	85.0571	-6.947266	-51.56854	-60.90369	-43.1808	-33.58626
GENE216	100216	-4.905227	7.877958	17.21169	7.189687	12.90654	-55.17747	24.91129	-10.01447
GENE217	100217	-5.25159	2.621795	8.071227	1.229583	-6.517365	-10.53405	2.055594	8.3248
GENE218	100218	-40.8748	-14.03346	74.75253	-127.1402	-16.89003	74.61162	-12.22151	61.79584
GENE219	100219	-13.89389	7.63064	-8.451034	14.73953	6.092496	9.821461	-6.602297	-9.336906
GENE220	100220	26.05615	-34.45247	30.23706	-30.40223	-14.22768	53.55404	-23.02261	-7.742272
GENE221	100221	-27.90355	24.29671	62.3329	-56.13097	159.2514	-7.935638	-109.1575	-44.75336
GENE222	100222	13.04592	-1.190526	4.601556	-4.095029	-4.80622	2.172375	9.647532	-19.37561
GENE223	100223	-16.70369	-5.203177	9.115995	-14.69761	0.6085737	-2.560193	36.85278	-7.412679
GENE224	100224	1.825865	0.8638813	-2.628834	15.84986	-17.54482	-3.948842	7.438534	-1.855646
GENE225	100225	-6.579193	-6.58179	15.61293	-7.037664	13.12693	13.9453	-11.26694	-11.21958
GENE226	100226	188.6112	85.09141	373.2593	-1461.751	271.2944	814.7144	403.969	-675.1887
GENE227	100227	-39.92642	83.11167	-25.47877	-8.776341	11.53335	-10.70321	58.3534	-68.11368
GENE228	100228	-219.2759	-287.8613	-193.7837	-315.5927	133.4048	307.2927	261.4501	314.3659
GENE229	100229	51.84962	63.37733	66.5523	78.18827	-75.85698	25.59542	-121.1661	-88.53983
GENE230	100230	40.072	-7.159252	41.86967	12.82855	-23.31192	0.755799	-48.62314	-16.4317
GENE231	100231	-4.172013	20.70742	13.30994	16.48287	-17.04955	-12.08257	-16.20079	-0.9952971
GENE232	100232	1.507404	-26.15115	-3.146865	1.111611	-9.946148	9.376289	9.893824	17.35503
GENE233	100233	-27.46817	-19.96571	15.06717	51.09368	-66.52373	-57.48292	41.32668	63.95301
GENE234	100234	41.92066	-31.50581	-28.68196	228.751	-191.3739	-28.46933	43.75371	-34.3944
GENE235	100235	-4.483647	-10.12461	-3.440751	16.50168	-4.16557	2.558992	-1.457741	4.611644
GENE236	100236	6.642342	-53.53707	-25.34065	17.43632	19.75887	4.607952	11.3007	19.13154
GENE237	100237	29.67434	-39.85053	99.11856	1.638706	-18.07219	-46.66014	24.85587	-50.70462
GENE238	100238	-34.04931	-32.23197	10.62532	-2.811608	35.86709	-2.02089	17.31562	7.305741
GENE239	100239	15.9708	-58.09749	-93.39063	59.51884	-42.07511	45.76351	2.022059	70.28802
GENE240	100240	3.072201	2.685526	84.44216	107.8504	17.46331	74.35166	-127.6565	-162.2087
GENE241	100241	117.1003	133.8884	263.5413	273.3295	-152.5597	-233.9692	-249.3213	-152.0091
GENE242	100242	26.38662	25.45016	-33.68186	-4.927483	12.19941	14.26664	-0.5752639	-39.11822
GENE243	100243	137.2781	115.3419	92.43038	-271.2479	88.86485	53.93536	-226.2422	9.639543
GENE244	100244	17.80956	-2.833545	-6.785899	-4.576484	-8.134995	3.796469	10.31359	-9.588694
GENE245	100245	1.710647	7.952675	15.76607	-3.251566	-4.809754	-15.62796	2.595544	-4.335655
GENE246	100246	-5.0325	-4.631813	8.798641	1.802209	8.205703	-20.85404	8.316926	3.394875
GENE247	100247	-8.257897	-4.203633	15.49212	-4.825183	3.322663	1.442221	-5.67547	2.705176
GENE248	100248	2.822087	-4.863001	-1.926853	-4.618546	11.70946	-9.506828	7.769426	-1.38575
GENE249	100249	19.24696	-10.75277	86.33146	-101.5264	-19.36234	-11.81591	37.13934	0.7396694
GENE250	100250	7.637741	15.13156	-21.4213	-41.10639	35.8464	5.07174	-39.48962	38.32987
GENE251	100251	37.57726	-16.80907	6.98795	-21.83545	26.25061	22.75985	-21.13301	-33.79813
GENE252	100252	-0.6827308	-25.87056	-13.81287	-7.238267	-6.153274	56.24551	-8.50281	6.01501
GENE253	100253	273.3367	239.162	208.3649	66.89757	-170.3467	-129.7487	-201.156	-286.5098
GENE254	100254	7.483574	4.804265	-1.053399	-4.362178	-2.177799	-1.916862	1.068683	-3.846284
GENE255	100255	-12.05425	-9.754326	-10.31233	5.596039	-13.24478	-1.861484	2.491323	39.1398
GENE256	100256	3.309969	-16.07204	-25.66665	7.93466	-6.682565	20.92117	10.6036	5.651862
GENE257	100257	9.563086	-2.92734	11.61363	57.48181	-11.82478	-45.51045	-44.42562	26.02966
GENE258	100258	-2.026246	6.825138	2.086656	15.78761	-12.08082	-6.021429	-5.320144	0.7492404
GENE259	100259	-10.17947	30.73113	20.76958	43.342	-12.41067	-20.1959	-10.32039	-41.73627
GENE260	100260	-10.95643	-1.3835	-8.048017	1.885544	16.44041	-0.1609969	-8.246421	10.46941
GENE261	100261	218.3072	-101.6041	-27.04786	460.8253	-276.0912	-258.0615	-77.24901	60.92114
GENE262	100262	37.02801	-62.51928	-44.36518	-12.23468	-32.19205	37.05774	76.68405	0.5413949
GENE263	100263	-14.57092	34.75687	-19.17564	47.17281	19.26892	-21.79005	-59.81213	14.15014
GENE264	100264	70.75916	-26.5356	-11.44726	56.71974	-33.2648	-26.17229	-61.2916	31.23264
GENE265	100265	22.12893	-10.23968	0.06626012	22.10569	-17.8169	-1.306759	-14.23441	-0.7031332
GENE266	100266	-3.098804	28.78059	43.24708	-7.461429	-56.32051	-3.028958	-2.542125	0.4241513
GENE267	100267	-7.910704	1.352465	4.700259	-0.7942114	4.017306	-2.750693	0.4627532	0.9228265
GENE268	100268	-55.63364	-26.01986	3.305355	-12.96681	32.69934	14.46451	22.46164	21.68947
